#CODE;ENGLISH;FRENCH;GERMAN;POLSKI;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGESE;RUSSIAN;FINNISH;x;
##################################################;;;;;;;;;;;;;;x;
# Country Modifiers ; REMOVE HASH FOR ACTIVE EVENTS AND OPTIONS;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
human_rights_agitation_timer;Human rights agitation;;;;;;;;;;;;;;x
human_rights_dissent;Human rights protests;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
# Province Modifiers ; REMOVE HASH FOR ACTIVE EVENTS AND OPTIONS;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
# Events ; REMOVE HASH FOR ACTIVE EVENTS AND OPTIONS;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;x
